title,Year_of_release,Genre,movie_runtime,IMDB_rating,IMDB_votes,Cast_&_Crew
Jawaani Jaaneman,2020," Comedy, Drama            ",119 min,  6.6 ,8348,"     Director: Nitin Kakkar |      Stars: Saif Ali Khan,  Alaya F,  Tabu,  Kumud Mishra "
Ajnabee,2001," Action, Crime, Drama            ",165 min,  6.4 ,8303,"     Directors: Abbas Alibhai Burmawalla,  Mastan Alibhai Burmawalla |      Stars: Akshay Kumar,  Bobby Deol,  Kareena Kapoor,  Bipasha Basu "
Chandni Chowk to China,2009," Action, Adventure, Comedy            ",154 min,  4.1 ,8277,"     Director: Nikkhil Advani |      Stars: Akshay Kumar,  Deepika Padukone,  Chia-Hui Liu,  Mithun Chakraborty "
Shaitan,2011," Action, Crime, Drama            ",121 min,  7.2 ,8275,"     Director: Bejoy Nambiar |      Stars: Kalki Koechlin,  Shiv Panditt,  Gulshan Devaiah,  Rajeev Khandelwal "
Baaghi,2016," Action, Romance, Thriller            ",133 min,  5.2 ,8196,"     Director: Sabir Khan |      Stars: Shraddha Kapoor,  Tiger Shroff,  Sudheer Babu Posani,  Paras Arora "
Entertainment,2014," Action, Comedy, Drama            ",140 min,  4.5 ,8075,"     Directors: Sajid,  Farhad Samji |      Stars: Akshay Kumar,  Tamannaah Bhatia,  Junior,  Krishna Abhishek "
De Dana Dan,2009," Action, Comedy, Crime            ",162 min,  5.5 ,8058,"     Director: Priyadarshan |      Stars: Akshay Kumar,  Sunil Shetty,  Katrina Kaif,  Sameera Reddy "
Singh Is Bliing,2015," Action, Comedy, Romance            ",141 min,  5.0 ,8056,"     Director: Prabhu Deva |      Stars: Akshay Kumar,  Amy Jackson,  Lara Dutta,  Kay Kay Menon "
The Sky Is Pink,2019," Drama, Romance            ",143 min,  7.6 ,8049,"     Director: Shonali Bose |      Stars: Priyanka Chopra Jonas,  Farhan Akhtar,  Zaira Wasim,  Rohit Saraf "
Khoobsurat,2014," Comedy, Romance            ",130 min,  6.4 ,8022,"     Director: Shashanka Ghosh |      Stars: Sonam Kapoor,  Fawad Khan,  Ratna Pathak Shah,  Kirron Kher "
Humshakals,2014," Comedy, Drama, Romance            ",159 min,  1.7 ,7983,"     Director: Sajid Khan |      Stars: Saif Ali Khan,  Riteish Deshmukh,  Ram Kapoor,  Bipasha Basu "
Awara Paagal Deewana,2002," Action, Comedy, Crime            ",158 min,  6.2 ,7928,"     Director: Vikram Bhatt |      Stars: Akshay Kumar,  Sunil Shetty,  Aftab Shivdasani,  Paresh Rawal "
Singham Returns,2014," Action, Crime, Drama            ",142 min,  5.7 ,7888,"     Director: Rohit Shetty |      Stars: Ajay Devgn,  Kareena Kapoor,  Amole Gupte,  Anupam Kher "
Rehnaa Hai Terre Dil Mein,2001," Musical, Romance            ",160 min,  7.6 ,7871,"     Director: Gautham Vasudev Menon |      Stars: Madhavan,  Saif Ali Khan,  Dia Mirza,  Vrajesh Hirjee "
Bhavesh Joshi Superhero,2018," Action, Crime, Drama            ",154 min,  7.6 ,7870,"     Director: Vikramaditya Motwane |      Stars: Harshvardhan Kapoor,  Priyanshu Painyuli,  Ashish Verma,  Shreiyah Sabharwal "
Veer,2010," Action, Adventure, Drama            ",169 min,  4.5 ,7865,"     Director: Anil Sharma |      Stars: Salman Khan,  Mithun Chakraborty,  Jackie Shroff,  Zareen Khan "
Khiladi,1992," Action, Mystery, Romance            ",157 min,  7.2 ,7845,"     Directors: Abbas Alibhai Burmawalla,  Mastan Alibhai Burmawalla |      Stars: Akshay Kumar,  Ayesha Jhulka,  Deepak Tijori,  Sabeeha "
Rocky Handsome,2016," Action, Crime, Drama            ",119 min,  6.8 ,7839,"     Director: Nishikant Kamat |      Stars: John Abraham,  Nishikant Kamat,  Sharad Kelkar,  Teddy Maurya "
Golmaal 3,2010," Action, Comedy            ",155 min,  5.5 ,7836,"     Director: Rohit Shetty |      Stars: Mithun Chakraborty,  Ajay Devgn,  Kareena Kapoor,  Tusshar Kapoor "
Pagglait,2021," Comedy, Drama            ",114 min,  6.9 ,7833,"     Director: Umesh Bist |      Stars: Sanya Malhotra,  Sayani Gupta,  Sheeba Chaddha,  Ashutosh Rana "
Love Per Square Foot,2018," Comedy, Romance            ",133 min,  7.2 ,7817,"     Director: Anand Tiwari |      Stars: Vicky Kaushal,  Angira Dhar,  Alankrita Sahai,  Raghuvir Yadav "
I Hate Luv Storys,2010," Comedy, Drama, Romance            ",129 min,  5.6 ,7805,"     Director: Punit Malhotra |      Stars: Imran Khan,  Sonam Kapoor,  Sammir Dattani,  Samir Soni "
Guide,1965," Drama, Musical, Romance            ",183 min,  8.4 ,7776,"     Director: Vijay Anand |      Stars: Dev Anand,  Waheeda Rehman,  Leela Chitnis,  Anwar Hussain "
Manorama: Six Feet Under,2007," Crime, Drama, Mystery            ",137 min,  7.6 ,7773,"     Director: Navdeep Singh |      Stars: Abhay Deol,  Gul Panag,  Raima Sen,  Sarika "
Mohra,1994," Action, Drama, Thriller            ",177 min,  7.0 ,7758,"     Director: Rajiv Rai |      Stars: Akshay Kumar,  Sunil Shetty,  Raveena Tandon,  Naseeruddin Shah "
Manmarziyaan,2018," Comedy, Drama, Romance            ",156 min,  6.9 ,7731,"     Director: Anurag Kashyap |      Stars: Taapsee Pannu,  Abhishek Bachchan,  Vicky Kaushal,  Jasmin Bajwa "
Hum Saath-Saath Hain: We Stand United,1999," Drama, Musical            ",177 min,  6.3 ,7715,"     Director: Sooraj R. Barjatya |      Stars: Mohnish Bahl,  Salman Khan,  Saif Ali Khan,  Tabu "
Earth,1998," Drama, Romance, War            ",110 min,  7.7 ,7678,"     Director: Deepa Mehta |      Stars: Aamir Khan,  Nandita Das,  Rahul Khanna,  Maia Sethna "
Sui Dhaaga: Made in India,2018," Comedy, Drama            ",122 min,  6.7 ,7662,"     Director: Sharat Katariya |      Stars: Anushka Sharma,  Varun Dhawan,  Raghuvir Yadav,  Yamini Das "
Qarib Qarib Singlle,2017," Comedy, Romance            ",125 min,  7.1 ,7644,"     Director: Tanuja Chandra |      Stars: Irrfan Khan,  Parvathy Thiruvothu,  Neha Dhupia,  Isha Sharvani "
De De Pyaar De,2019," Comedy, Drama, Romance            ",135 min,  6.6 ,7619,"     Director: Akiv Ali |      Stars: Ajay Devgn,  Tabu,  Rakul Preet Singh,  Jimmy Sheirgill "
Hulchul,2004," Action, Comedy, Drama            ",149 min,  7.0 ,7571,"     Director: Priyadarshan |      Stars: Akshaye Khanna,  Kareena Kapoor,  Amrish Puri,  Lakshmi "
Saawariya,2007," Drama, Musical, Romance            ",142 min,  5.2 ,7555,"     Director: Sanjay Leela Bhansali |      Stars: Ranbir Kapoor,  Sonam Kapoor,  Salman Khan,  Rani Mukerji "
Socha Na Tha,2005," Comedy, Drama, Romance            ",137 min,  7.4 ,7552,"     Director: Imtiaz Ali |      Stars: Abhay Deol,  Ayesha Takia,  Ayesha Jhulka,  Apoorva Jha "
Sandeep Aur Pinky Faraar,2021," Comedy, Crime, Drama            ",125 min,  6.3 ,7484,"     Director: Dibakar Banerjee |      Stars: Parineeti Chopra,  Arjun Kapoor,  Neena Gupta,  Jaideep Ahlawat "
Force,2011," Action, Crime, Drama            ",137 min,  6.5 ,7473,"     Director: Nishikant Kamat |      Stars: John Abraham,  Genelia D'Souza,  Vidyut Jammwal,  Raj Babbar "
Amar Akbar Anthony,1977," Action, Comedy, Drama            ",184 min,  7.5 ,7461,"     Director: Manmohan Desai |      Stars: Vinod Khanna,  Rishi Kapoor,  Amitabh Bachchan,  Shabana Azmi "
Raju Ban Gaya Gentleman,1992," Musical, Comedy, Romance            ",152 min,  6.8 ,7459,"     Director: Aziz Mirza |      Stars: Shah Rukh Khan,  Juhi Chawla,  Nana Patekar,  Amrita Singh "
Chillar Party,2011," Comedy, Drama, Family            ",135 min,  7.5 ,7458,"     Directors: Vikas Bahl,  Nitesh Tiwari |      Stars: Irfan Khan,  Sanath Menon,  Rohan Grover,  Naman Jain "
Kaagaz,2021," Biography, Comedy, Drama            ",109 min,  7.5 ,7456,"     Director: Satish Kaushik |      Stars: Pankaj Tripathi,  Monal Gajjar,  Mita Vashisht,  Amar Upadhyay "
Delhi-6,2009, Drama            ,141 min,  6.1 ,7419,"     Director: Rakeysh Omprakash Mehra |      Stars: Waheeda Rehman,  Abhishek Bachchan,  Sonam Kapoor,  Rishi Kapoor "
Golmaal Returns,2008," Comedy, Crime, Mystery            ",135 min,  5.1 ,7417,"     Director: Rohit Shetty |      Stars: Ajay Devgn,  Kareena Kapoor,  Arshad Warsi,  Tusshar Kapoor "
Tikli and Laxmi Bomb,2017, Drama            ,151 min,  7.8 ,7410,"     Director: Aditya Kripalani |      Stars: Chitrangada Chakraborty,  Vibhawari Deshpande,  Saharsh Kumar Shukla,  Divya Unny "
Tottaa Pataaka Item Maal,2019, Drama            ,107 min,  7.5 ,7406,"     Director: Aditya Kripalani |      Stars: Ahmareen Anjum,  Chitrangada Chakraborty,  Sonal Joshi,  Kritika Pande "
Sarkar Raj,2008," Action, Crime, Drama            ",125 min,  6.8 ,7398,"     Director: Ram Gopal Varma |      Stars: Amitabh Bachchan,  Abhishek Bachchan,  Aishwarya Rai Bachchan,  Ravi Kale "
MSG the Warrior: Lion Heart,2016," Action, Adventure, Fantasy            ",120 min,  6.6 ,7397,"     Director: Gurmeet Ram Rahim Singh |      Stars: Muntazir Ahmad,  Ashok Insan,  Bhushan Insan,  Charanpreet Insan "
Shikara,2020," Drama, History, Romance            ",118 min,  3.9 ,7346,"     Director: Vidhu Vinod Chopra |      Stars: Sadia Khateeb,  Aadil Khan,  Zain Khan Durrani,  Priyanshu Chatterjee "
Befikre,2016," Comedy, Drama, Romance            ",130 min,  3.9 ,7344,"     Director: Aditya Chopra |      Stars: Ranveer Singh,  Vaani Kapoor,  Armaan Ralhan,  Akarsh Khurana "
Roy,2015," Action, Drama, Mystery            ",146 min,  3.3 ,7341,"     Director: Vikramjit Singh |      Stars: Arjun Rampal,  Jacqueline Fernandez,  Ranbir Kapoor,  Barun Chanda "
Raja Hindustani,1996," Action, Comedy, Drama            ",165 min,  6.2 ,7338,"     Director: Dharmesh Darshan |      Stars: Aamir Khan,  Karisma Kapoor,  Suresh Oberoi,  Johnny Lever "
Ishaqzaade,2012," Action, Drama, Romance            ",120 min,  6.5 ,7335,"     Director: Habib Faisal |      Stars: Arjun Kapoor,  Parineeti Chopra,  Gauahar Khan,  Anil Rastogi "
Agent Vinod,2012," Action, Adventure, Thriller            ",157 min,  5.2 ,7334,"     Director: Sriram Raghavan |      Stars: Kareena Kapoor,  Saif Ali Khan,  Adil Hussain,  Gulshan Grover "
Dishoom,2016," Action, Adventure, Comedy            ",124 min,  5.1 ,7296,"     Director: Rohit Dhawan |      Stars: John Abraham,  Varun Dhawan,  Jacqueline Fernandez,  Akshaye Khanna "
Duplicate,1998," Action, Comedy, Crime            ",164 min,  5.6 ,7296,"     Director: Mahesh Bhatt |      Stars: Shah Rukh Khan,  Juhi Chawla,  Sonali Bendre,  Kajol "
Phir Bhi Dil Hai Hindustani,2000," Comedy, Drama, Musical            ",160 min,  6.2 ,7248,"     Director: Aziz Mirza |      Stars: Shah Rukh Khan,  Juhi Chawla,  Johnny Lever,  Paresh Rawal "
Shamitabh,2015, Drama            ,155 min,  6.8 ,7237,"     Director: R. Balki |      Stars: Amitabh Bachchan,  Dhanush,  Akshara Haasan,  Abhinaya "
Mukkabaaz,2017," Action, Drama, Sport            ",154 min,  8.0 ,7153,"     Director: Anurag Kashyap |      Stars: Vineet Kumar Singh,  Jimmy Sheirgill,  Zoya Hussain,  Ravi Kishan "
Ek Hasina Thi,2004," Crime, Drama, Mystery            ",120 min,  7.5 ,7131,"     Director: Sriram Raghavan |      Stars: Saif Ali Khan,  Urmila Matondkar,  Seema Biswas,  Aditya Srivastav "
Dhadkan,2000," Drama, Romance            ",161 min,  6.5 ,7122,"     Director: Dharmesh Darshan |      Stars: Akshay Kumar,  Shilpa Shetty Kundra,  Sunil Shetty,  Mahima Chaudhry "
Salaam Namaste,2005," Comedy, Drama, Romance            ",158 min,  6.2 ,7113,"     Director: Siddharth Anand |      Stars: Saif Ali Khan,  Preity Zinta,  Arshad Warsi,  Javed Jaffrey "
No Smoking,2007," Drama, Horror, Mystery            ",128 min,  7.3 ,7110,"     Director: Anurag Kashyap |      Stars: John Abraham,  Ayesha Takia,  Paresh Rawal,  Ranvir Shorey "
Drive,I 2019," Action, Crime, Thriller            ",147 min,  3.6 ,7077,"     Director: Tarun Mansukhani |      Stars: Sushant Singh Rajput,  Jacqueline Fernandez,  Vikramjeet Virk,  Sapna Pabbi "
Dedh Ishqiya,2014," Comedy, Drama, Romance            ",152 min,  7.1 ,7071,"     Director: Abhishek Chaubey |      Stars: Madhuri Dixit,  Naseeruddin Shah,  Arshad Warsi,  Huma Qureshi "
Raabta,2017," Action, Drama, Fantasy            ",147 min,  5.1 ,7066,"     Director: Dinesh Vijan |      Stars: Kriti Sanon,  Deepika Padukone,  Rajkummar Rao,  Sushant Singh Rajput "
Street Dancer 3D,2020," Drama, Music            ",146 min,  3.6 ,7028,"     Director: Remo D'Souza |      Stars: Varun Dhawan,  Shraddha Kapoor,  Prabhu Deva,  Nora Fatehi "
Once Upon a Time in Mumbai Dobaara!,2013," Action, Crime, Drama            ",160 min,  4.5 ,6968,"     Director: Milan Luthria |      Stars: Akshay Kumar,  Imran Khan,  Sonakshi Sinha,  Sonali Bendre "
Dolly Kitty Aur Woh Chamakte Sitare,2019," Comedy, Drama            ",126 min,  5.3 ,6956,"     Director: Alankrita Shrivastava |      Stars: Konkona Sen Sharma,  Bhumi Pednekar,  Amol Parashar,  Kubbra Sait "
Mard Ko Dard Nahin Hota,2018," Action, Comedy            ",134 min,  7.4 ,6923,"     Director: Vasan Bala |      Stars: Abhimanyu Dasani,  Radhika Madan,  Mahesh Manjrekar,  Gulshan Devaiah "
Awarapan,2007," Action, Crime, Drama            ",126 min,  7.3 ,6917,"     Director: Mohit Suri |      Stars: Emraan Hashmi,  Mrinalini Sharma,  Ashish Vidyarthi,  Ashutosh Rana "
Kambakkht Ishq,2009," Action, Comedy, Romance            ",142 min,  3.9 ,6885,"     Director: Sabir Khan |      Stars: Sylvester Stallone,  Denise Richards,  Brandon Routh,  Whoopi Goldberg "
Saathiya,2002," Drama, Family, Romance            ",138 min,  6.8 ,6841,"     Director: Shaad Ali |      Stars: Vivek Oberoi,  Rani Mukerji,  Shah Rukh Khan,  Tabu "
Ram Gopal Varma Ki Aag,2007," Action, Adventure, Comedy            ",171 min,  1.6 ,6835,"     Director: Ram Gopal Varma |      Stars: Amitabh Bachchan,  Mohanlal,  Ajay Devgn,  Vinod Jaywant "
Murder 2,2011," Action, Crime, Drama            ",127 min,  6.2 ,6813,"     Director: Mohit Suri |      Stars: Emraan Hashmi,  Jacqueline Fernandez,  Prashant Narayanan,  Sulagna Panigrahi "
Half Girlfriend,2017," Drama, Romance            ",135 min,  4.4 ,6796,"     Director: Mohit Suri |      Stars: Vikrant Massey,  Shraddha Kapoor,  Arjun Kapoor,  Rhea Chakraborty "
Page 3,2005, Drama            ,139 min,  7.3 ,6782,"     Directors: Madhur Bhandarkar,  Jay Dev Banerjee |      Stars: Konkona Sen Sharma,  Atul Kulkarni,  Sandhya Mridul,  Tara Sharma "
102 Not Out,2018," Comedy, Drama            ",102 min,  7.4 ,6773,"     Director: Umesh Shukla |      Stars: Amitabh Bachchan,  Rishi Kapoor,  Vijay Raaz,  Jimit Trivedi "
Khiladi 786,2012," Action, Comedy            ",141 min,  4.3 ,6739,"     Director: Ashish R. Mohan |      Stars: Akshay Kumar,  Asin Thottumkal,  Himesh Reshammiya,  Mithun Chakraborty "
Hum Tumhare Hain Sanam,2002," Drama, Romance            ",174 min,  5.4 ,6709,"     Director: K.S. Adiyaman |      Stars: Shah Rukh Khan,  Madhuri Dixit,  Salman Khan,  Atul Agnihotri "
Bunty Aur Babli,2005," Comedy, Crime, Drama            ",170 min,  6.2 ,6675,"     Director: Shaad Ali |      Stars: Abhishek Bachchan,  Rani Mukerji,  Amitabh Bachchan,  Kiran Juneja "
Stanley Ka Dabba,2011," Comedy, Drama, Family            ",96 min,  7.8 ,6668,"     Director: Amole Gupte |      Stars: Partho A. Gupte,  Numaan Sheikh,  Abhishek Reddy,  Sai Shara Shetty "
A Gentleman,2017," Action, Comedy            ",145 min,  6.2 ,6660,"     Directors: Krishna D.K.,  Raj Nidimoru |      Stars: Sidharth Malhotra,  Jacqueline Fernandez,  Darshan Kumaar,  Hussain Dalal "
State of Siege: Temple Attack,2021," Action, Thriller            ",110 min,  8.1 ,6652,"     Director: Ken Ghosh |      Stars: Akshaye Khanna,  Abhimanyu Singh,  Gautam Rode,  Vivek Dahiya "
Mission Kashmir,2000," Action, Drama, Thriller            ",154 min,  6.7 ,6631,"     Director: Vidhu Vinod Chopra |      Stars: Sanjay Dutt,  Hrithik Roshan,  Preity Zinta,  Sonali Kulkarni "
Aligarh,2015," Biography, Drama            ",114 min,  7.8 ,6626,"     Director: Hansal Mehta |      Stars: Manoj Bajpayee,  Rajkummar Rao,  Ashish Vidyarthi,  Balaji Gauri "
Badmaa$h Company,2010," Comedy, Crime, Drama            ",142 min,  6.0 ,6625,"     Director: Parmeet Sethi |      Stars: Shahid Kapoor,  Anushka Sharma,  Meiyang Chang,  Vir Das "
Baar Baar Dekho,2016," Action, Comedy, Drama            ",141 min,  5.3 ,6602,"     Director: Nitya Mehra |      Stars: Sidharth Malhotra,  Katrina Kaif,  Sayani Gupta,  Kirti Adarkar "
Little Baby,2019, Family            ,105 min,  8.5 ,6592,"     Director: Shekhar S. Jha |      Stars: Priyanshu Chatterjee,  Gulnaz Siganporia,  Aadi,  Sunnyy Balloria "
ABCD (Any Body Can Dance),2013," Drama, Music            ",160 min,  6.3 ,6591,"     Director: Remo D'Souza |      Stars: Prabhu Deva,  Ganesh Acharya,  Kay Kay Menon,  Lauren Gottlieb "
Shootout at Wadala,2013," Action, Biography, Crime            ",155 min,  5.9 ,6585,"     Director: Sanjay Gupta |      Stars: Anil Kapoor,  John Abraham,  Manoj Bajpayee,  Tusshar Kapoor "
Padosan,1968," Comedy, Musical, Romance            ",157 min,  8.1 ,6585,"     Director: Jyoti Swaroop |      Stars: Sunil Dutt,  Saira Banu,  Mehmood,  Kishore Kumar "
13B: Fear Has a New Address,2009," Drama, Horror, Mystery            ",138 min,  7.3 ,6583,"     Director: Vikram K. Kumar |      Stars: Madhavan,  Neetu Chandra,  Poonam Dhillon,  Saranya Ponvannan "
The Accidental Prime Minister,2019," Biography, Drama            ",112 min,  6.0 ,6580,"     Director: Vijay Ratnakar Gutte |      Stars: Anupam Kher,  Akshaye Khanna,  Suzanne Bernert,  Vipin Sharma "
Ek Main Aur Ekk Tu,2012," Comedy, Drama, Romance            ",110 min,  5.7 ,6576,"     Director: Shakun Batra |      Stars: Kareena Kapoor,  Boman Irani,  Imran Khan,  Zenobia Shroff "
Anjaana Anjaani,2010," Comedy, Drama, Musical            ",151 min,  5.8 ,6529,"     Director: Siddharth Anand |      Stars: Priyanka Chopra Jonas,  Aubrey K. Miller,  Ranbir Kapoor,  Carl Marino "
Ujda Chaman,2019, Comedy            ,120 min,  6.9 ,6524,"     Directors: Abhishek Pathak,  Danish Singh,  Navinder Pal Singh |      Stars: Sunny Singh Nijjar,  Maanvi Gagroo,  Saurabh Shukla,  Atul Kumar "
Lipstick Under My Burkha,2016," Comedy, Drama            ",117 min,  6.8 ,6510,"     Director: Alankrita Shrivastava |      Stars: Aahana Kumra,  Ratna Pathak Shah,  Konkona Sen Sharma,  Plabita Borthakur "
Pati Patni Aur Woh,2019," Comedy, Romance            ",126 min,  5.7 ,6481,"     Director: Mudassar Aziz |      Stars: Kartik Aaryan,  Bhumi Pednekar,  Ananya Panday,  Aparshakti Khurana "
Satyameva Jayate,2018," Action, Crime, Drama            ",140 min,  5.7 ,6478,"     Director: Milap Zaveri |      Stars: John Abraham,  Manoj Bajpayee,  Aisha Sharma,  Amruta Khanvilkar "
Total Dhamaal,2019," Action, Adventure, Comedy            ",130 min,  4.2 ,6475,"     Director: Indra Kumar |      Stars: Ajay Devgn,  Anil Kapoor,  Madhuri Dixit,  Riteish Deshmukh "
Saajan,1991," Drama, Musical, Romance            ",181 min,  7.2 ,6442,"     Director: Lawrence D'Souza |      Stars: Sanjay Dutt,  Madhuri Dixit,  Salman Khan,  Ekta Sohini "
Deewana,1992," Action, Comedy, Crime            ",185 min,  6.9 ,6420,"     Director: Raj Kanwar |      Stars: Rishi Kapoor,  Divya Bharti,  Shah Rukh Khan,  Alok Nath "
Malamaal Weekly,2006," Comedy, Drama            ",137 min,  7.0 ,6388,"     Director: Priyadarshan |      Stars: Paresh Rawal,  Om Puri,  Riteish Deshmukh,  Reema Sen "
Nil Battey Sannata,2015," Drama, Family            ",100 min,  8.3 ,6304,"     Director: Ashwiny Iyer Tiwari |      Stars: Swara Bhaskar,  Ratna Pathak Shah,  Riya Shukla,  Pankaj Tripathi "
Jannat: In Search of Heaven...,2008," Crime, Drama, Romance            ",140 min,  6.9 ,6276,"     Director: Kunal Deshmukh |      Stars: Emraan Hashmi,  Sonal Chauhan,  Armen Grayg,  Shakeel Khan "
Naam Shabana,2017," Action, Thriller            ",147 min,  6.3 ,6231,"     Director: Shivam Nair |      Stars: Taapsee Pannu,  Akshay Kumar,  Manoj Bajpayee,  Taher Shabbir "
Dasvidaniya,2008," Comedy, Drama            ",113 min,  7.8 ,6231,"     Director: Shashant Shah |      Stars: Vinay Pathak,  Sarita Joshi,  Rajat Kapoor,  Saurabh Shukla "
